Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers	Gene name	Nuc_rep2	Nuc_rep3	Total_rep2	Total_rep3	Q-value
F5H7D6;H0YNT2;Q04726-2;Q04726-7;Q04726-3;Q04726-6;Q04726-5;Q04726-4;Q04726;H0YKT5;H0YKN8;H0YL70;H0YKH0;H0YLW9;H0YLI3;H0YNI7;Q04725-2;Q04725;K7EMK7;Q5T7A9;Q04724	F5H7D6;H0YNT2;Q04726-2;Q04726-7;Q04726-3;Q04726-6;Q04726-5;Q04726-4;Q04726;H0YKT5;H0YKN8;H0YL70;H0YKH0;H0YLW9;H0YLI3	Transducin-like enhancer protein 3	TLE3	>tr|F5H7D6|F5H7D6_HUMAN Lipopolysaccharide-induced tumor necrosis factor-alpha factor OS=Homo sapiens GN=LITAF PE=4 SV=1;>tr|H0YNT2|H0YNT2_HUMAN Lipopolysaccharide-induced tumor necrosis factor-alpha factor OS=Homo sapiens GN=LITAF PE=4 SV=1;>sp|Q04726-2|T	TLE3	NaN	NaN	NaN	NaN	0
F5H7T0;F6RJM5;Q96S38-2;Q96S38;A0A087X1U5	F5H7T0;F6RJM5;Q96S38-2;Q96S38	Ribosomal protein S6 kinase delta-1	RPS6KC1	>tr|F5H7T0|F5H7T0_HUMAN Ribosomal protein S6 kinase delta-1 OS=Homo sapiens GN=RPS6KC1 PE=1 SV=1;>tr|F6RJM5|F6RJM5_HUMAN Ribosomal protein S6 kinase delta-1 OS=Homo sapiens GN=RPS6KC1 PE=4 SV=1;>sp|Q96S38-2|KS6C1_HUMAN Isoform 2 of Ribosomal protein S6 kin	RPS6KC1	NaN	NaN	NaN	NaN	0
Q96C57;F5H7W8;H0YGK4;E7ENF1;F5H3K2;G5EA44;F5H8B7;H0YF83	Q96C57;F5H7W8;H0YGK4;E7ENF1;F5H3K2;G5EA44;F5H8B7	Uncharacterized protein C12orf43	C12orf43	>sp|Q96C57|CL043_HUMAN Uncharacterized protein C12orf43 OS=Homo sapiens GN=C12orf43 PE=1 SV=2;>tr|F5H7W8|F5H7W8_HUMAN Uncharacterized protein C12orf43 OS=Homo sapiens GN=C12orf43 PE=1 SV=1;>tr|H0YGK4|H0YGK4_HUMAN Uncharacterized protein C12orf43 (Fragment)	C12orf43	0.3441468	0.1722314	0.02190613	0.06488286	0
Q13503;F5H872	Q13503;F5H872	Mediator of RNA polymerase II transcription subunit 21	MED21	>sp|Q13503|MED21_HUMAN Mediator of RNA polymerase II transcription subunit 21 OS=Homo sapiens GN=MED21 PE=1 SV=1;>tr|F5H872|F5H872_HUMAN Mediator of RNA polymerase II transcription subunit 21 OS=Homo sapiens GN=MED21 PE=4 SV=1	MED21	0.03829577	-0.2014932	NaN	NaN	0
F5H8D7;M0QYS5;M0QZ96;M0R1U8	F5H8D7		XRCC1	>tr|F5H8D7|F5H8D7_HUMAN Forkhead box protein H1 OS=Homo sapiens GN=FOXH1 PE=4 SV=2	XRCC1	-0.02252223	-0.1097635	NaN	NaN	0
F5H8H2;Q03426;F5H092;F5H163;F5H368;F5GXC0	F5H8H2;Q03426;F5H092	Mevalonate kinase	MVK	>tr|F5H8H2|F5H8H2_HUMAN Mevalonate kinase OS=Homo sapiens GN=MVK PE=1 SV=1;>sp|Q03426|KIME_HUMAN Mevalonate kinase OS=Homo sapiens GN=MVK PE=1 SV=1;>tr|F5H092|F5H092_HUMAN Mevalonate kinase (Fragment) OS=Homo sapiens GN=MVK PE=1 SV=3	MVK	NaN	NaN	0.05394543	-0.05929946	0
F6QDS0;Q9NUU7-2;I3L352;H3BTX1;H0YD26;Q9UHL0-2;E9PR46;J3QL17;Q9UHL0	F6QDS0;Q9NUU7-2;I3L352	ATP-dependent RNA helicase DDX19A	DDX19A	>tr|F6QDS0|F6QDS0_HUMAN ATP-dependent RNA helicase DDX19A OS=Homo sapiens GN=DDX19A PE=4 SV=1;>sp|Q9NUU7-2|DD19A_HUMAN Isoform 2 of ATP-dependent RNA helicase DDX19A OS=Homo sapiens GN=DDX19A;>tr|I3L352|I3L352_HUMAN ATP-dependent RNA helicase DDX19A (Fragm	DDX19A	0.05686093	0.03913844	NaN	NaN	0
F6RY50;Q96FS4;E9PIB3	F6RY50;Q96FS4	Signal-induced proliferation-associated protein 1	SIPA1	>tr|F6RY50|F6RY50_HUMAN Signal-induced proliferation-associated protein 1 OS=Homo sapiens GN=SIPA1 PE=1 SV=1;>sp|Q96FS4|SIPA1_HUMAN Signal-induced proliferation-associated protein 1 OS=Homo sapiens GN=SIPA1 PE=1 SV=1	SIPA1	NaN	NaN	NaN	NaN	0
Q8NEM7-2;F6S7C4;Q8NEM7;Q8NEM7-3;B4E2D5;R4GND2;H7C5F9;C9JQS2	Q8NEM7-2;F6S7C4;Q8NEM7;Q8NEM7-3;B4E2D5;R4GND2	Transcription factor SPT20 homolog	SUPT20H	>sp|Q8NEM7-2|SP20H_HUMAN Isoform 2 of Transcription factor SPT20 homolog OS=Homo sapiens GN=SUPT20H;>tr|F6S7C4|F6S7C4_HUMAN Transcription factor SPT20 homolog OS=Homo sapiens GN=SUPT20H PE=4 SV=1;>sp|Q8NEM7|SP20H_HUMAN Transcription factor SPT20 homolog OS	SUPT20H	0.0551957	0.02984157	NaN	NaN	0
P22061;P22061-2;F6S8N6;H7BY58;C9J0F2;F8WDT3;F8WAV5;F8WAX2;H7C4X2	P22061;P22061-2;F6S8N6;H7BY58	Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Protein-L-isoaspartate O-methyltransferase	PCMT1	>sp|P22061|PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=1 SV=4;>sp|P22061-2|PIMT_HUMAN Isoform 2 of Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens GN=PCMT1;>tr|F6S8N6|F6S8N6_HUMAN P	PCMT1	0.08406419	0.0311129	0.04753833	-0.02936719	0
F6SS63;Q8N5C8-2;Q8N5C8	F6SS63;Q8N5C8-2;Q8N5C8	TGF-beta-activated kinase 1 and MAP3K7-binding protein 3	TAB3	">tr|F6SS63|F6SS63_HUMAN TAK1-binding protein 3, isoform CRA_c OS=Homo sapiens GN=TAB3 PE=1 SV=2;>sp|Q8N5C8-2|TAB3_HUMAN Isoform 2 of TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 OS=Homo sapiens GN=TAB3;>sp|Q8N5C8|TAB3_HUMAN TGF-beta-activated k"	TAB3	NaN	NaN	NaN	NaN	0
Q9HC38-2;F6TLX2;Q9HC38;I3L3Q4;Q9HC38-3;I3L1I0;I3L1F4	Q9HC38-2;F6TLX2;Q9HC38;I3L3Q4	Glyoxalase domain-containing protein 4	GLOD4	>sp|Q9HC38-2|GLOD4_HUMAN Isoform 2 of Glyoxalase domain-containing protein 4 OS=Homo sapiens GN=GLOD4;>tr|F6TLX2|F6TLX2_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens GN=GLOD4 PE=4 SV=1;>sp|Q9HC38|GLOD4_HUMAN Glyoxalase domain-containing prot	GLOD4	0.1751732	0.1596292	0.06942715	-0.1054733	0
F6UZG9;Q8NFZ0;Q8NFZ0-2	F6UZG9;Q8NFZ0;Q8NFZ0-2	F-box only protein 18	FBXO18	>tr|F6UZG9|F6UZG9_HUMAN F-box only protein 18 OS=Homo sapiens GN=FBXO18 PE=4 SV=1;>sp|Q8NFZ0|FBX18_HUMAN F-box only protein 18 OS=Homo sapiens GN=FBXO18 PE=1 SV=2;>sp|Q8NFZ0-2|FBX18_HUMAN Isoform 2 of F-box only protein 18 OS=Homo sapiens GN=FBXO18	FBXO18	NaN	NaN	NaN	NaN	0.00057331
Q9BY77;F6VRR5;Q9BY77-2;F8WCX5;Q8WUT1;Q6R954;F8WEE2	Q9BY77;F6VRR5;Q9BY77-2;F8WCX5	Polymerase delta-interacting protein 3	POLDIP3	>sp|Q9BY77|PDIP3_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens GN=POLDIP3 PE=1 SV=2;>tr|F6VRR5|F6VRR5_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens GN=POLDIP3 PE=4 SV=1;>sp|Q9BY77-2|PDIP3_HUMAN Isoform 2 of Polymerase delta-in	POLDIP3	0.07751644	-0.06475148	0.02984157	-0.0349583	0
F8U8C0;O00220	F8U8C0;O00220	Tumor necrosis factor receptor superfamily member 10A	TNFRSF10A	>tr|F8U8C0|F8U8C0_HUMAN Tumor necrosis factor receptor superfamily member 10A OS=Homo sapiens GN=TNFRSF10A PE=2 SV=1;>sp|O00220|TR10A_HUMAN Tumor necrosis factor receptor superfamily member 10A OS=Homo sapiens GN=TNFRSF10A PE=1 SV=3	TNFRSF10A	3.378234	NaN	NaN	0.9581375	0.00030907
F8VNT9;F8VV56;P08962-3;P08962-2;F8W022;F8VWK8;P08962	F8VNT9;F8VV56;P08962-3;P08962-2;F8W022;F8VWK8;P08962	CD63 antigen	CD63	>tr|F8VNT9|F8VNT9_HUMAN CD63 antigen (Fragment) OS=Homo sapiens GN=CD63 PE=1 SV=1;>tr|F8VV56|F8VV56_HUMAN CD63 antigen OS=Homo sapiens GN=CD63 PE=1 SV=1;>sp|P08962-3|CD63_HUMAN Isoform 3 of CD63 antigen OS=Homo sapiens GN=CD63;>sp|P08962-2|CD63_HUMAN Isofo	CD63	-0.5295308	0.1021878	0.06032421	-0.2638887	0
H0YHF4;Q6P1Q0-5;F8VR33;H0YIV5;F8VS60;F8W0R0;Q6P1Q0-4;F8W1Z2;F8VP71;F8VVQ3;F8VZA2;Q6P1Q0-2;Q6P1Q0;Q6P1Q0-7	H0YHF4;Q6P1Q0-5;F8VR33;H0YIV5;F8VS60;F8W0R0;Q6P1Q0-4;F8W1Z2;F8VP71;F8VVQ3;F8VZA2;Q6P1Q0-2;Q6P1Q0;Q6P1Q0-7	LETM1 domain-containing protein 1	LETMD1	>tr|H0YHF4|H0YHF4_HUMAN LETM1 domain-containing protein 1 (Fragment) OS=Homo sapiens GN=LETMD1 PE=4 SV=1;>sp|Q6P1Q0-5|LTMD1_HUMAN Isoform 5 of LETM1 domain-containing protein 1 OS=Homo sapiens GN=LETMD1;>tr|F8VR33|F8VR33_HUMAN LETM1 domain-containing prote	LETMD1	NaN	-0.101722	0.1415635	-0.148177	0.00043776
F8VPD4;P27708;H7BZB3;H7C3Z5;H7C2E4	F8VPD4;P27708	CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase	CAD	>tr|F8VPD4|F8VPD4_HUMAN CAD protein OS=Homo sapiens GN=CAD PE=1 SV=1;>sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3	CAD	-0.6104552	0.04502354	0.1302719	0.1506897	0
Q8TAD7;F8VQD4	Q8TAD7;F8VQD4	Overexpressed in colon carcinoma 1 protein	OCC1;C12orf75	>sp|Q8TAD7|OCC1_HUMAN Overexpressed in colon carcinoma 1 protein OS=Homo sapiens GN=OCC1 PE=1 SV=2;>tr|F8VQD4|F8VQD4_HUMAN Overexpressed in colon carcinoma 1 protein (Fragment) OS=Homo sapiens GN=C12orf75 PE=4 SV=2	C12orf75;OCC1	NaN	0.3152184	NaN	NaN	0
F8VQD9;Q9BSB4;H3BMZ4;F8VVA0	F8VQD9;Q9BSB4;H3BMZ4;F8VVA0	Autophagy-related protein 101	C12orf44;ATG101	>tr|F8VQD9|F8VQD9_HUMAN Autophagy-related protein 101 (Fragment) OS=Homo sapiens GN=ATG101 PE=1 SV=1;>sp|Q9BSB4|ATGA1_HUMAN Autophagy-related protein 101 OS=Homo sapiens GN=ATG101 PE=1 SV=1;>tr|H3BMZ4|H3BMZ4_HUMAN Autophagy-related protein 101 (Fragment) O	ATG101;C12orf44	NaN	NaN	-0.08951289	0.05741553	0
F8VRU3;O43716;H0YIV9	F8VRU3;O43716;H0YIV9	"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial"	GATC	">tr|F8VRU3|F8VRU3_HUMAN Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial OS=Homo sapiens GN=GATC PE=4 SV=1;>sp|O43716|GATC_HUMAN Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial OS=Homo sapiens GN=GATC PE=2 SV=1;>tr|H0YIV9|H0YIV9_HU"	GATC	NaN	NaN	NaN	NaN	0.00071613
F8VRX1;O95398-3;O95398;O95398-2	F8VRX1;O95398-3;O95398;O95398-2	Rap guanine nucleotide exchange factor 3	RAPGEF3	>tr|F8VRX1|F8VRX1_HUMAN Rap guanine nucleotide exchange factor 3 OS=Homo sapiens GN=RAPGEF3 PE=4 SV=1;>sp|O95398-3|RPGF3_HUMAN Isoform 3 of Rap guanine nucleotide exchange factor 3 OS=Homo sapiens GN=RAPGEF3;>sp|O95398|RPGF3_HUMAN Rap guanine nucleotide ex	RAPGEF3	NaN	NaN	NaN	NaN	0.00044359
H7C0S9;F8VSE4;Q9BRX9	H7C0S9;F8VSE4;Q9BRX9	WD repeat domain-containing protein 83	WDR83	>tr|H7C0S9|H7C0S9_HUMAN WD repeat domain-containing protein 83 (Fragment) OS=Homo sapiens GN=WDR83 PE=4 SV=1;>tr|F8VSE4|F8VSE4_HUMAN WD repeat domain-containing protein 83 OS=Homo sapiens GN=WDR83 PE=4 SV=1;>sp|Q9BRX9|WDR83_HUMAN WD repeat domain-containin	WDR83	NaN	-0.3546304	NaN	NaN	0.0038351
F8VSL3;P25208	F8VSL3;P25208	Nuclear transcription factor Y subunit beta	NFYB	>tr|F8VSL3|F8VSL3_HUMAN Nuclear transcription factor Y subunit beta (Fragment) OS=Homo sapiens GN=NFYB PE=1 SV=1;>sp|P25208|NFYB_HUMAN Nuclear transcription factor Y subunit beta OS=Homo sapiens GN=NFYB PE=1 SV=2	NFYB	-0.3559591	-0.1476496	NaN	-0.6353155	0.00030883
Q6NWY9-2;Q6NWY9-3;Q6NWY9;F8VU11	Q6NWY9-2;Q6NWY9-3;Q6NWY9;F8VU11	Pre-mRNA-processing factor 40 homolog B	PRPF40B	>sp|Q6NWY9-2|PR40B_HUMAN Isoform 2 of Pre-mRNA-processing factor 40 homolog B OS=Homo sapiens GN=PRPF40B;>sp|Q6NWY9-3|PR40B_HUMAN Isoform 3 of Pre-mRNA-processing factor 40 homolog B OS=Homo sapiens GN=PRPF40B;>sp|Q6NWY9|PR40B_HUMAN Pre-mRNA-processing fac	PRPF40B	NaN	NaN	NaN	NaN	0
J3KPG5;Q9UIF9-2;Q9UIF9-3;F8VU39;Q9UIF9;H0YHL2;H0YII3;F8VWQ3;H0YHQ7	J3KPG5;Q9UIF9-2;Q9UIF9-3;F8VU39;Q9UIF9	Bromodomain adjacent to zinc finger domain protein 2A	BAZ2A	>tr|J3KPG5|J3KPG5_HUMAN Bromodomain adjacent to zinc finger domain protein 2A OS=Homo sapiens GN=BAZ2A PE=1 SV=1;>sp|Q9UIF9-2|BAZ2A_HUMAN Isoform 1 of Bromodomain adjacent to zinc finger domain protein 2A OS=Homo sapiens GN=BAZ2A;>sp|Q9UIF9-3|BAZ2A_HUMAN I	BAZ2A	-0.1402689	-0.0919557	-0.06280626	0.06901471	0
P23467-4;P23467-2;P23467;F8VU56;P23467-3	P23467-4;P23467-2;P23467;F8VU56;P23467-3	Receptor-type tyrosine-protein phosphatase beta	PTPRB	>sp|P23467-4|PTPRB_HUMAN Isoform 4 of Receptor-type tyrosine-protein phosphatase beta OS=Homo sapiens GN=PTPRB;>sp|P23467-2|PTPRB_HUMAN Isoform 2 of Receptor-type tyrosine-protein phosphatase beta OS=Homo sapiens GN=PTPRB;>sp|P23467|PTPRB_HUMAN Receptor-ty	PTPRB	NaN	NaN	NaN	NaN	0.00030202
Q9NYL4-2;F8VU90;Q9NYL4;H0YHM7;E9PAR0	Q9NYL4-2;F8VU90;Q9NYL4	Peptidyl-prolyl cis-trans isomerase FKBP11;Peptidyl-prolyl cis-trans isomerase	FKBP11	>sp|Q9NYL4-2|FKB11_HUMAN Isoform 2 of Peptidyl-prolyl cis-trans isomerase FKBP11 OS=Homo sapiens GN=FKBP11;>tr|F8VU90|F8VU90_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens GN=FKBP11 PE=1 SV=1;>sp|Q9NYL4|FKB11_HUMAN Peptidyl-prolyl cis-trans isom	FKBP11	-0.1856711	-0.01747549	-0.1247389	-0.1526124	0
F8VUA2;F8VVT7;Q9HD42;F5H875	F8VUA2;F8VVT7;Q9HD42	Charged multivesicular body protein 1a	CHMP1A	>tr|F8VUA2|F8VUA2_HUMAN Charged multivesicular body protein 1a OS=Homo sapiens GN=CHMP1A PE=1 SV=1;>tr|F8VVT7|F8VVT7_HUMAN Charged multivesicular body protein 1a OS=Homo sapiens GN=CHMP1A PE=1 SV=1;>sp|Q9HD42|CHM1A_HUMAN Charged multivesicular body protein	CHMP1A	0.2197106	0.5909133	0.2047668	0.1023222	0
F8VWK5;F8VUY0;F8VVS9;Q15583-4;Q15583-2;Q15583-3;Q15583	F8VWK5;F8VUY0;F8VVS9;Q15583-4;Q15583-2;Q15583-3;Q15583	Homeobox protein TGIF1	TGIF1	>tr|F8VWK5|F8VWK5_HUMAN Homeobox protein TGIF1 (Fragment) OS=Homo sapiens GN=TGIF1 PE=4 SV=3;>tr|F8VUY0|F8VUY0_HUMAN Homeobox protein TGIF1 (Fragment) OS=Homo sapiens GN=TGIF1 PE=4 SV=1;>tr|F8VVS9|F8VVS9_HUMAN Homeobox protein TGIF1 (Fragment) OS=Homo sapi	TGIF1	NaN	NaN	NaN	NaN	0
Q9NZN8-5;F8VV52;Q9NZN8;Q9NZN8-3;Q9NZN8-2;Q9NZN8-4;H0YI11;H0YH84;H0YHT8;H0YI80;F8VQD8;A0A087X050;F8VVY1;F8VUB4;F8VX63;F8VRS8;F8VP97	Q9NZN8-5;F8VV52;Q9NZN8;Q9NZN8-3;Q9NZN8-2;Q9NZN8-4	CCR4-NOT transcription complex subunit 2	CNOT2	>sp|Q9NZN8-5|CNOT2_HUMAN Isoform 5 of CCR4-NOT transcription complex subunit 2 OS=Homo sapiens GN=CNOT2;>tr|F8VV52|F8VV52_HUMAN CCR4-NOT transcription complex subunit 2 (Fragment) OS=Homo sapiens GN=CNOT2 PE=1 SV=1;>sp|Q9NZN8|CNOT2_HUMAN CCR4-NOT transcrip	CNOT2	NaN	NaN	0.1352722	-0.06432901	0
P61923;F8VVA7;F8W651;P61923-4;F8VXB1;F8VUC5;F8W156;P61923-5;F8VYZ4;F8VXR1;F8VYK5;P61923-2;P61923-3	P61923;F8VVA7;F8W651;P61923-4;F8VXB1;F8VUC5;F8W156;P61923-5;F8VYZ4;F8VXR1	Coatomer subunit zeta-1	COPZ1	>sp|P61923|COPZ1_HUMAN Coatomer subunit zeta-1 OS=Homo sapiens GN=COPZ1 PE=1 SV=1;>tr|F8VVA7|F8VVA7_HUMAN Coatomer subunit zeta-1 OS=Homo sapiens GN=COPZ1 PE=1 SV=1;>tr|F8W651|F8W651_HUMAN Coatomer subunit zeta-1 OS=Homo sapiens GN=COPZ1 PE=1 SV=1;>sp|P619	COPZ1	-0.6676072	-0.4612036	0.04879416	-0.09223251	0
Q86VP3-4;F8VW41;Q86VP3;Q86VP3-3;Q86VP3-2	Q86VP3-4;F8VW41;Q86VP3;Q86VP3-3;Q86VP3-2	Phosphofurin acidic cluster sorting protein 2	PACS2	>sp|Q86VP3-4|PACS2_HUMAN Isoform 4 of Phosphofurin acidic cluster sorting protein 2 OS=Homo sapiens GN=PACS2;>tr|F8VW41|F8VW41_HUMAN Phosphofurin acidic cluster sorting protein 2 OS=Homo sapiens GN=PACS2 PE=4 SV=1;>sp|Q86VP3|PACS2_HUMAN Phosphofurin acidic	PACS2	NaN	NaN	NaN	NaN	0
F8VWL3;B7Z493;E9PJX4;Q96M96;F8W1R0;E9PNX0;E9PQT1;Q96M96-3;Q96M96-2;H0YDQ0	F8VWL3;B7Z493;E9PJX4;Q96M96;F8W1R0	"FYVE, RhoGEF and PH domain-containing protein 4"	FGD4	">tr|F8VWL3|F8VWL3_HUMAN FYVE, RhoGEF and PH domain-containing protein 4 OS=Homo sapiens GN=FGD4 PE=4 SV=1;>tr|B7Z493|B7Z493_HUMAN FYVE, RhoGEF and PH domain-containing protein 4 OS=Homo sapiens GN=FGD4 PE=2 SV=1;>tr|E9PJX4|E9PJX4_HUMAN FYVE, RhoGEF and PH"	FGD4	NaN	NaN	-0.779893	-0.2978921	0
Q9Y4D8-4;Q9Y4D8;J3KPF0;F8VWT9;Q9Y4D8-2;Q9Y4D8-3;Q9Y4D8-5	Q9Y4D8-4;Q9Y4D8;J3KPF0;F8VWT9;Q9Y4D8-2	Probable E3 ubiquitin-protein ligase HECTD4	HECTD4	>sp|Q9Y4D8-4|HECD4_HUMAN Isoform 4 of Probable E3 ubiquitin-protein ligase HECTD4 OS=Homo sapiens GN=HECTD4;>sp|Q9Y4D8|HECD4_HUMAN Probable E3 ubiquitin-protein ligase HECTD4 OS=Homo sapiens GN=HECTD4 PE=1 SV=5;>tr|J3KPF0|J3KPF0_HUMAN Probable E3 ubiquitin	HECTD4	-0.5379476	-0.08664525	-0.1087674	0.095722	0
Q9H2H9;F8VX04;F8VX12	Q9H2H9;F8VX04;F8VX12	Sodium-coupled neutral amino acid transporter 1	SLC38A1	>sp|Q9H2H9|S38A1_HUMAN Sodium-coupled neutral amino acid transporter 1 OS=Homo sapiens GN=SLC38A1 PE=1 SV=1;>tr|F8VX04|F8VX04_HUMAN Sodium-coupled neutral amino acid transporter 1 OS=Homo sapiens GN=SLC38A1 PE=1 SV=1;>tr|F8VX12|F8VX12_HUMAN Sodium-coupled	SLC38A1	NaN	NaN	-0.3767886	-0.3525842	0
F8VXI8;Q9H9L4;F8VX10;H0YIQ8;H0YHR2;F8VP38;F8VRX7;F8VUX5;Q9H9L4-4	F8VXI8;Q9H9L4;F8VX10;H0YIQ8;H0YHR2	KAT8 regulatory NSL complex subunit 2	KANSL2	>tr|F8VXI8|F8VXI8_HUMAN KAT8 regulatory NSL complex subunit 2 OS=Homo sapiens GN=KANSL2 PE=1 SV=1;>sp|Q9H9L4|KANL2_HUMAN KAT8 regulatory NSL complex subunit 2 OS=Homo sapiens GN=KANSL2 PE=1 SV=3;>tr|F8VX10|F8VX10_HUMAN KAT8 regulatory NSL complex subunit 2	KANSL2	-0.5681524	-0.2281314	NaN	0.2529	0.00015888
P11532-8;P11532-5;F8VX32;H0Y304;P11532-10;P11532-9;P11532-7;P11532-6;E7EQR9;F5GZY3;E7EQS5;E7ESB2;P11532-3;P11532-2;P11532-4;A0A087WV90;E9PDN5;A0A087WTU7;P11532;A0A075B6G3;Q13474-2;Q13474	P11532-8;P11532-5;F8VX32;H0Y304;P11532-10;P11532-9;P11532-7;P11532-6;E7EQR9;F5GZY3;E7EQS5;E7ESB2;P11532-3;P11532-2;P11532-4;A0A087WV90;E9PDN5;A0A087WTU7;P11532;A0A075B6G3	Dystrophin	DMD	>sp|P11532-8|DMD_HUMAN Isoform 8 of Dystrophin OS=Homo sapiens GN=DMD;>sp|P11532-5|DMD_HUMAN Isoform 5 of Dystrophin OS=Homo sapiens GN=DMD;>tr|F8VX32|F8VX32_HUMAN Dystrophin OS=Homo sapiens GN=DMD PE=1 SV=1;>tr|H0Y304|H0Y304_HUMAN Dystrophin (Fragment) OS	DMD	NaN	NaN	NaN	NaN	0
Q8TAQ2-2;Q8TAQ2-3;F8VXC8;F8VZW6	Q8TAQ2-2;Q8TAQ2-3;F8VXC8	SWI/SNF complex subunit SMARCC2	SMARCC2	>sp|Q8TAQ2-2|SMRC2_HUMAN Isoform 2 of SWI/SNF complex subunit SMARCC2 OS=Homo sapiens GN=SMARCC2;>sp|Q8TAQ2-3|SMRC2_HUMAN Isoform 3 of SWI/SNF complex subunit SMARCC2 OS=Homo sapiens GN=SMARCC2;>tr|F8VXC8|F8VXC8_HUMAN SWI/SNF complex subunit SMARCC2 OS=Hom	SMARCC2	NaN	NaN	NaN	NaN	0.00030225
F8VXY3;P00973-2;P00973-4;P00973;P00973-3;H0YI20;H0YIB8;F8VUC8;F8VPW7	F8VXY3;P00973-2;P00973-4;P00973;P00973-3;H0YI20	2-5-oligoadenylate synthase 1	OAS1	>tr|F8VXY3|F8VXY3_HUMAN 2-5-oligoadenylate synthase 1 OS=Homo sapiens GN=OAS1 PE=1 SV=1;>sp|P00973-2|OAS1_HUMAN Isoform p41 of 2-5-oligoadenylate synthase 1 OS=Homo sapiens GN=OAS1;>sp|P00973-4|OAS1_HUMAN Isoform p44 of 2-5-oligoadenylate synthase 1	OAS1	-0.3085731	-0.5894418	0.01692422	-0.3522711	0
F8VYE8;P36873;P36873-2;F8VR82;F8W0W8;A0A087WYY5;F8WE71;H0Y3Y6;F8W1A0;F8W0V8	F8VYE8;P36873;P36873-2;F8VR82;F8W0W8	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	PPP1CC	>tr|F8VYE8|F8VYE8_HUMAN Serine/threonine-protein phosphatase OS=Homo sapiens GN=PPP1CC PE=1 SV=1;>sp|P36873|PP1G_HUMAN Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens GN=PPP1CC PE=1 SV=1;>sp|P36873-2|PP1G_HUMAN Isoform Gamm	PPP1CC	0.2406196	0.2081427	0.3653566	0.2382977	0
F8VYK4;P21860-5;P21860-4;P21860;B3KWG5;F8VW56;B4DGQ7	F8VYK4;P21860-5;P21860-4;P21860;B3KWG5;F8VW56;B4DGQ7	Receptor tyrosine-protein kinase erbB-3	ERBB3	>tr|F8VYK4|F8VYK4_HUMAN Receptor tyrosine-protein kinase erbB-3 (Fragment) OS=Homo sapiens GN=ERBB3 PE=1 SV=2;>sp|P21860-5|ERBB3_HUMAN Isoform 5 of Receptor tyrosine-protein kinase erbB-3 OS=Homo sapiens GN=ERBB3;>sp|P21860-4|ERBB3_HUMAN Isoform 4 of Recep	ERBB3	NaN	NaN	NaN	NaN	0
P40616-2;P40616;F8VYN9;B4DZG7;F8VP99;F8VP63	P40616-2;P40616;F8VYN9;B4DZG7	ADP-ribosylation factor-like protein 1	ARL1	>sp|P40616-2|ARL1_HUMAN Isoform 2 of ADP-ribosylation factor-like protein 1 OS=Homo sapiens GN=ARL1;>sp|P40616|ARL1_HUMAN ADP-ribosylation factor-like protein 1 OS=Homo sapiens GN=ARL1 PE=1 SV=1;>tr|F8VYN9|F8VYN9_HUMAN ADP-ribosylation factor-like protein	ARL1	-1.050891	-0.7443663	0.05297228	0.04236425	0
F8VYY9;P54619-2;P54619;P54619-3;H0YIC9;H0YHF8;F8VZX1;F8VPF5;F8VVA3;F8VRY2;F8VSL2;F8VSH3;Q9UGJ0-2;E9PGP6;Q9UGJ0-3;Q9UGJ0	F8VYY9;P54619-2;P54619;P54619-3;H0YIC9;H0YHF8;F8VZX1	5-AMP-activated protein kinase subunit gamma-1	PRKAG1	>tr|F8VYY9|F8VYY9_HUMAN 5-AMP-activated protein kinase subunit gamma-1 OS=Homo sapiens GN=PRKAG1 PE=1 SV=1;>sp|P54619-2|AAKG1_HUMAN Isoform 2 of 5-AMP-activated protein kinase subunit gamma-1 OS=Homo sapiens GN=PRKAG1;>sp|P54619|AAKG1_HUMAN 5-AMP-activa	PRKAG1	-0.5659936	-0.4055852	-0.04596747	0.002018352	0
